id,creator,data,content_type,gmv,comissao,pedidos,itens
someoneduda|2026-04-29|VIDEO,someoneduda,2026-04-29,VIDEO,159.8,15.98,2,2
tacianecreator|2026-04-29|VIDEO,tacianecreator,2026-04-29,VIDEO,159.8,9.59,2,2
tacianecreator|2026-04-29|LIVE,tacianecreator,2026-04-29,LIVE,149.89,17.99,2,2
pattylazzarotto|2026-04-29|VIDEO,pattylazzarotto,2026-04-29,VIDEO,94.9,9.49,1,1
marciamichelle._|2026-04-29|SHOP,marciamichelle._,2026-04-29,SHOP,94.9,7.59,1,1
carol.dicas55|2026-04-29|SHOP,carol.dicas55,2026-04-29,SHOP,94.9,7.59,1,1
vickbartelega|2026-04-29|SHOP,vickbartelega,2026-04-29,SHOP,94.9,7.59,1,1
ale.indica.shop|2026-04-29|LINKSHARE,ale.indica.shop,2026-04-29,LINKSHARE,94.9,7.59,1,1
gabbizie|2026-04-29|VIDEO,gabbizie,2026-04-29,VIDEO,94.9,9.49,1,1
robertakguilherme|2026-04-29|VIDEO,robertakguilherme,2026-04-29,VIDEO,94.9,9.49,1,1
cortivanessa|2026-04-29|LINKSHARE,cortivanessa,2026-04-29,LINKSHARE,94.9,7.59,1,1
josiane.deschamps|2026-04-29|SHOP,josiane.deschamps,2026-04-29,SHOP,79.9,6.39,1,1
kleobotelho|2026-04-29|LIVE,kleobotelho,2026-04-29,LIVE,79.9,7.99,1,1
vaniacardoso86|2026-04-29|SHOP,vaniacardoso86,2026-04-29,SHOP,79.9,6.39,1,1
maryachadinhos3|2026-04-29|SHOP,maryachadinhos3,2026-04-29,SHOP,79.9,7.99,1,1
indicadosdaedi|2026-04-29|VIDEO,indicadosdaedi,2026-04-29,VIDEO,79.9,7.99,1,1
daianesantos8420|2026-04-29|SHOP,daianesantos8420,2026-04-29,SHOP,79.9,6.39,1,1
danijeans|2026-04-29|VIDEO,danijeans,2026-04-29,VIDEO,79.9,7.99,1,1
emporio_shopp|2026-04-29|SHOP,emporio_shopp,2026-04-29,SHOP,79.9,6.39,1,1
marinatheesr|2026-04-29|VIDEO,marinatheesr,2026-04-29,VIDEO,79.9,7.99,1,1
maritips_|2026-04-29|VIDEO,maritips_,2026-04-29,VIDEO,79.9,7.99,1,1
byjoanafit|2026-04-29|LINKSHARE,byjoanafit,2026-04-29,LINKSHARE,72.19,5.78,1,1
dinhacampello|2026-04-29|LIVE,dinhacampello,2026-04-29,LIVE,69.99,5.6,1,1
danijeans|2026-04-29|LIVE,danijeans,2026-04-29,LIVE,69.99,7.0,1,1
deboradeoli|2026-04-29|SHOP,deboradeoli,2026-04-29,SHOP,69.99,7.0,1,1
natmarquesvi|2026-04-30|LIVE,natmarquesvi,2026-04-30,LIVE,8538.43,1007.96,108,121
adv.dayane|2026-04-30|LIVE,adv.dayane,2026-04-30,LIVE,4338.33,433.89,58,62
tacianecreator|2026-04-30|VIDEO,tacianecreator,2026-04-30,VIDEO,1293.4,78.52,15,16
alinecavanellas|2026-04-30|VIDEO,alinecavanellas,2026-04-30,VIDEO,1284.17,47.75,11,11
thainabeautyoficial|2026-04-30|VIDEO,thainabeautyoficial,2026-04-30,VIDEO,1118.6,39.95,14,14
ericamcabeluda|2026-04-30|VIDEO,ericamcabeluda,2026-04-30,VIDEO,1030.99,55.93,13,13
laianenovaisss|2026-04-30|VIDEO,laianenovaisss,2026-04-30,VIDEO,669.2,41.45,8,8
leticiatsec|2026-04-30|VIDEO,leticiatsec,2026-04-30,VIDEO,664.3,37.96,7,7
pattylazzarotto|2026-04-30|VIDEO,pattylazzarotto,2026-04-30,VIDEO,574.3,40.16,7,7
gleysaaguiar|2026-04-30|VIDEO,gleysaaguiar,2026-04-30,VIDEO,479.4,23.97,6,6
someoneduda|2026-04-30|VIDEO,someoneduda,2026-04-30,VIDEO,479.4,15.98,6,6
psi.mirellarodrigues|2026-04-30|LIVE,psi.mirellarodrigues,2026-04-30,LIVE,289.87,28.99,3,4
monicap.pereira|2026-04-30|VIDEO,monicap.pereira,2026-04-30,VIDEO,189.8,18.98,2,2
nati_sus|2026-04-30|VIDEO,nati_sus,2026-04-30,VIDEO,184.89,9.49,2,2
soldecristoliveshop|2026-04-30|LIVE,soldecristoliveshop,2026-04-30,LIVE,174.8,17.48,1,2
lumenezes_indica|2026-04-30|VIDEO,lumenezes_indica,2026-04-30,VIDEO,159.8,12.78,2,2
jessicamesant|2026-04-30|VIDEO,jessicamesant,2026-04-30,VIDEO,89.99,0.0,1,1
tacirecomenda|2026-04-30|VIDEO,tacirecomenda,2026-04-30,VIDEO,89.99,0.0,1,1
bruna.compartilha|2026-04-30|LIVE,bruna.compartilha,2026-04-30,LIVE,79.99,6.4,1,1
matheuslimashop|2026-04-30|VIDEO,matheuslimashop,2026-04-30,VIDEO,79.9,0.0,1,1
bycarolgouvea|2026-04-30|VIDEO,bycarolgouvea,2026-04-30,VIDEO,79.9,7.99,1,1
deia_recomenda|2026-04-30|SHOP,deia_recomenda,2026-04-30,SHOP,79.9,7.99,1,1
gab_caroline|2026-04-30|VIDEO,gab_caroline,2026-04-30,VIDEO,79.9,7.99,1,1
maritips_|2026-04-30|VIDEO,maritips_,2026-04-30,VIDEO,79.9,7.99,1,1
luvitoria__|2026-04-30|LINKSHARE,luvitoria__,2026-04-30,LINKSHARE,79.9,6.39,1,1
escuta.amiga|2026-04-30|LIVE,escuta.amiga,2026-04-30,LIVE,79.9,7.99,1,1
maiconeandreia|2026-04-30|LIVE,maiconeandreia,2026-04-30,LIVE,79.9,9.59,1,1
silsantiagotrc|2026-04-30|VIDEO,silsantiagotrc,2026-04-30,VIDEO,79.9,7.99,1,1
namatokanovic|2026-04-30|VIDEO,namatokanovic,2026-04-30,VIDEO,79.9,7.99,1,1
day_felinto|2026-04-30|LIVE,day_felinto,2026-04-30,LIVE,72.19,5.78,1,1
yaponts|2026-04-30|VIDEO,yaponts,2026-04-30,VIDEO,72.19,7.22,1,1
thalyytaguedes|2026-04-30|VIDEO,thalyytaguedes,2026-04-30,VIDEO,72.19,7.22,1,1
gabbizie|2026-04-30|VIDEO,gabbizie,2026-04-30,VIDEO,72.19,8.66,1,1
escuta.amiga|2026-04-30|VIDEO,escuta.amiga,2026-04-30,VIDEO,72.19,7.22,1,1
tacianecreator|2026-05-01|LIVE,tacianecreator,2026-05-01,LIVE,5385.71,571.31,68,75
adv.dayane|2026-05-01|LIVE,adv.dayane,2026-05-01,LIVE,5324.64,532.56,69,76
tacianecreator|2026-05-01|VIDEO,tacianecreator,2026-05-01,VIDEO,3051.2,134.26,38,38
natmarquesvi|2026-05-01|LIVE,natmarquesvi,2026-05-01,LIVE,1234.57,148.17,14,16
ericamcabeluda|2026-05-01|VIDEO,ericamcabeluda,2026-05-01,VIDEO,1118.6,63.92,13,14
thainabeautyoficial|2026-05-01|VIDEO,thainabeautyoficial,2026-05-01,VIDEO,988.8,50.94,12,12
numarchi|2026-05-01|VIDEO,numarchi,2026-05-01,VIDEO,749.19,61.15,9,9
pattylazzarotto|2026-05-01|VIDEO,pattylazzarotto,2026-05-01,VIDEO,642.2,48.31,8,8
escuta.amiga|2026-05-01|VIDEO,escuta.amiga,2026-05-01,VIDEO,559.3,39.95,7,7
laianenovaisss|2026-05-01|VIDEO,laianenovaisss,2026-05-01,VIDEO,479.4,23.97,6,6
leticiatsec|2026-05-01|VIDEO,leticiatsec,2026-05-01,VIDEO,379.8,37.98,2,2
alinecavanellas|2026-05-01|VIDEO,alinecavanellas,2026-05-01,VIDEO,379.7,20.58,3,3
someoneduda|2026-05-01|VIDEO,someoneduda,2026-05-01,VIDEO,319.6,15.98,4,4
jessicamesant|2026-05-01|VIDEO,jessicamesant,2026-05-01,VIDEO,259.88,7.99,3,3
natmarquesvi|2026-05-01|VIDEO,natmarquesvi,2026-05-01,VIDEO,254.7,30.57,3,3
jessicatanara1|2026-05-01|LIVE,jessicatanara1,2026-05-01,LIVE,174.8,17.48,1,2
flavinha.brand|2026-05-01|VIDEO,flavinha.brand,2026-05-01,VIDEO,159.89,7.99,2,2
gabbizie|2026-05-01|VIDEO,gabbizie,2026-05-01,VIDEO,159.8,19.18,2,2
gab_caroline|2026-05-01|VIDEO,gab_caroline,2026-05-01,VIDEO,159.8,15.98,2,2
robertakguilherme|2026-05-01|VIDEO,robertakguilherme,2026-05-01,VIDEO,109.9,0.0,1,1
ale.indica.shop|2026-05-01|SHOP,ale.indica.shop,2026-05-01,SHOP,94.9,7.59,1,1
monicap.pereira|2026-05-01|VIDEO,monicap.pereira,2026-05-01,VIDEO,94.9,9.49,1,1
thami.brambilla|2026-05-01|VIDEO,thami.brambilla,2026-05-01,VIDEO,82.9,8.29,1,1
maiconeandreia|2026-05-01|LIVE,maiconeandreia,2026-05-01,LIVE,79.9,9.59,1,1
escuta.amiga|2026-05-01|LIVE,escuta.amiga,2026-05-01,LIVE,79.9,7.99,1,1
maritips_|2026-05-01|VIDEO,maritips_,2026-05-01,VIDEO,79.9,7.99,1,1
arenatajardim|2026-05-01|VIDEO,arenatajardim,2026-05-01,VIDEO,79.9,7.99,1,1
psi.mirellarodrigues|2026-05-01|LIVE,psi.mirellarodrigues,2026-05-01,LIVE,79.9,7.99,1,1
carolmoraes.shop|2026-05-01|VIDEO,carolmoraes.shop,2026-05-01,VIDEO,79.9,7.99,1,1
lucianalacerdasantos|2026-05-01|VIDEO,lucianalacerdasantos,2026-05-01,VIDEO,79.9,6.39,1,1
ra_diraimo|2026-05-01|VIDEO,ra_diraimo,2026-05-01,VIDEO,79.9,6.39,1,1
mypeacejoias|2026-05-01|VIDEO,mypeacejoias,2026-05-01,VIDEO,79.9,7.99,1,1
allynegomes.dicas|2026-05-01|VIDEO,allynegomes.dicas,2026-05-01,VIDEO,79.9,7.99,1,1
dicasdathayoficial|2026-05-01|VIDEO,dicasdathayoficial,2026-05-01,VIDEO,79.9,0.0,1,1
thaisbrito.digital|2026-05-01|VIDEO,thaisbrito.digital,2026-05-01,VIDEO,79.9,7.99,1,1
namatokanovic|2026-05-01|VIDEO,namatokanovic,2026-05-01,VIDEO,79.9,7.99,1,1
thai.vitrine|2026-05-01|LIVE,thai.vitrine,2026-05-01,LIVE,79.9,7.99,1,1
natmarquesvi|2026-05-02|LIVE,natmarquesvi,2026-05-02,LIVE,11538.27,1384.79,153,164
tacianecreator|2026-05-02|VIDEO,tacianecreator,2026-05-02,VIDEO,1148.6,31.17,14,14
leticiatsec|2026-05-02|VIDEO,leticiatsec,2026-05-02,VIDEO,659.4,39.56,6,6
laianenovaisss|2026-05-02|VIDEO,laianenovaisss,2026-05-02,VIDEO,449.69,23.19,4,4
thami.brambilla|2026-05-02|VIDEO,thami.brambilla,2026-05-02,VIDEO,399.79,39.98,3,3
thainabeautyoficial|2026-05-02|VIDEO,thainabeautyoficial,2026-05-02,VIDEO,339.69,27.38,4,4
ericamcabeluda|2026-05-02|VIDEO,ericamcabeluda,2026-05-02,VIDEO,279.7,0.0,3,3
pattylazzarotto|2026-05-02|VIDEO,pattylazzarotto,2026-05-02,VIDEO,259.7,21.58,3,3
someoneduda|2026-05-02|VIDEO,someoneduda,2026-05-02,VIDEO,259.7,7.99,3,3
nati_sus|2026-05-02|VIDEO,nati_sus,2026-05-02,VIDEO,219.8,26.38,2,2
adv.dayane|2026-05-02|LIVE,adv.dayane,2026-05-02,LIVE,216.37,21.64,3,3
natmarquesvi|2026-05-02|VIDEO,natmarquesvi,2026-05-02,VIDEO,209.8,25.18,2,2
numarchi|2026-05-02|VIDEO,numarchi,2026-05-02,VIDEO,199.8,23.98,2,2
escuta.amiga|2026-05-02|LIVE,escuta.amiga,2026-05-02,LIVE,199.8,15.98,2,2
escuta.amiga|2026-05-02|VIDEO,escuta.amiga,2026-05-02,VIDEO,159.8,7.99,2,2
danijeans|2026-05-02|LIVE,danijeans,2026-05-02,LIVE,149.98,12.0,2,2
laryoliveiira_|2026-05-02|LIVE,laryoliveiira_,2026-05-02,LIVE,149.89,14.99,2,2
tacianecreator|2026-05-02|LIVE,tacianecreator,2026-05-02,LIVE,139.8,16.78,1,2
arenatajardim|2026-05-02|VIDEO,arenatajardim,2026-05-02,VIDEO,109.9,10.99,1,1
gnfonzivy4|2026-05-02|VIDEO,gnfonzivy4,2026-05-02,VIDEO,109.9,0.0,1,1
bellafonse|2026-05-02|VIDEO,bellafonse,2026-05-02,VIDEO,109.9,0.0,1,1
raquelsguerreiro|2026-05-02|LINKSHARE,raquelsguerreiro,2026-05-02,LINKSHARE,99.99,4.0,1,1
karinarsousa1|2026-05-02|LINKSHARE,karinarsousa1,2026-05-02,LINKSHARE,99.99,8.0,1,1
camilalessaizidro|2026-05-02|SHOP,camilalessaizidro,2026-05-02,SHOP,99.9,7.99,1,1
gabbizie|2026-05-02|VIDEO,gabbizie,2026-05-02,VIDEO,99.9,11.99,1,1
dicas_gi|2026-05-02|VIDEO,dicas_gi,2026-05-02,VIDEO,99.9,9.99,1,1
dicasdathayoficial|2026-05-02|VIDEO,dicasdathayoficial,2026-05-02,VIDEO,79.9,0.0,1,1
allynegomes.dicas|2026-05-02|VIDEO,allynegomes.dicas,2026-05-02,VIDEO,79.9,7.99,1,1
gleysaaguiar|2026-05-02|VIDEO,gleysaaguiar,2026-05-02,VIDEO,79.9,0.0,1,1
psi.mirellarodrigues|2026-05-02|LIVE,psi.mirellarodrigues,2026-05-02,LIVE,69.99,8.4,1,1
natmarquesvi|2026-05-03|LIVE,natmarquesvi,2026-05-03,LIVE,6429.0,771.59,85,91
adv.dayane|2026-05-03|LIVE,adv.dayane,2026-05-03,LIVE,2167.97,173.5,25,28
.familiapimentel|2026-05-03|VIDEO,.familiapimentel,2026-05-03,VIDEO,419.88,33.59,2,3
someoneduda|2026-05-03|VIDEO,someoneduda,2026-05-03,VIDEO,399.6,31.96,4,4
tacianecreator|2026-05-03|VIDEO,tacianecreator,2026-05-03,VIDEO,399.6,23.98,2,4
laianenovaisss|2026-05-03|VIDEO,laianenovaisss,2026-05-03,VIDEO,309.7,24.77,3,3
ericamcabeluda|2026-05-03|VIDEO,ericamcabeluda,2026-05-03,VIDEO,299.7,23.98,3,3
danijeans|2026-05-03|LIVE,danijeans,2026-05-03,LIVE,229.97,18.4,2,3
alinecavanellas|2026-05-03|VIDEO,alinecavanellas,2026-05-03,VIDEO,219.8,21.98,2,2
leticiatsec|2026-05-03|VIDEO,leticiatsec,2026-05-03,VIDEO,219.8,17.58,2,2
jhulyagabriella.a|2026-05-03|LINKSHARE,jhulyagabriella.a,2026-05-03,LINKSHARE,209.8,16.78,1,2
thainabeautyoficial|2026-05-03|VIDEO,thainabeautyoficial,2026-05-03,VIDEO,199.8,23.98,2,2
gabbizie|2026-05-03|VIDEO,gabbizie,2026-05-03,VIDEO,199.8,23.98,2,2
psi.mirellarodrigues|2026-05-03|LIVE,psi.mirellarodrigues,2026-05-03,LIVE,169.98,20.4,2,2
fe59222|2026-05-03|LIVE,fe59222,2026-05-03,LIVE,109.9,8.79,1,1
isaurbano_|2026-05-03|LINKSHARE,isaurbano_,2026-05-03,LINKSHARE,109.9,8.79,1,1
thami.brambilla|2026-05-03|VIDEO,thami.brambilla,2026-05-03,VIDEO,109.9,8.79,1,1
numarchi|2026-05-03|VIDEO,numarchi,2026-05-03,VIDEO,99.9,0.0,1,1
silsantiagotrc|2026-05-03|VIDEO,silsantiagotrc,2026-05-03,VIDEO,99.9,7.99,1,1
jess.jan22|2026-05-03|VIDEO,jess.jan22,2026-05-03,VIDEO,99.9,7.99,1,1
escuta.amiga|2026-05-03|LIVE,escuta.amiga,2026-05-03,LIVE,99.9,7.99,1,1
gab_caroline|2026-05-03|VIDEO,gab_caroline,2026-05-03,VIDEO,99.9,7.99,1,1
priscilaluthz|2026-05-03|VIDEO,priscilaluthz,2026-05-03,VIDEO,99.9,7.99,1,1
gi.med.f|2026-05-03|LINKSHARE,gi.med.f,2026-05-03,LINKSHARE,99.9,7.99,1,1
psi.mirellarodrigues|2026-05-03|VIDEO,psi.mirellarodrigues,2026-05-03,VIDEO,99.9,11.99,1,1
dicasdaleleh3|2026-05-03|LINKSHARE,dicasdaleleh3,2026-05-03,LINKSHARE,99.9,7.99,1,1
jesialvescreator|2026-05-03|VIDEO,jesialvescreator,2026-05-03,VIDEO,69.9,5.59,1,1
natmarquesvi|2026-05-04|LIVE,natmarquesvi,2026-05-04,LIVE,1438.3,172.63,15,17
jackmundomabu|2026-05-04|LIVE,jackmundomabu,2026-05-04,LIVE,1048.18,83.84,13,13
adv.dayane|2026-05-04|LIVE,adv.dayane,2026-05-04,LIVE,982.14,78.56,12,12
tacianecreator|2026-05-04|VIDEO,tacianecreator,2026-05-04,VIDEO,499.5,47.96,5,5
abenoada.tiktok.s|2026-05-04|SHOP,abenoada.tiktok.s,2026-05-04,SHOP,419.6,33.56,2,4
pattylazzarotto|2026-05-04|VIDEO,pattylazzarotto,2026-05-04,VIDEO,409.6,49.16,4,4
thainabeautyoficial|2026-05-04|VIDEO,thainabeautyoficial,2026-05-04,VIDEO,404.6,36.57,4,4
ericamcabeluda|2026-05-04|VIDEO,ericamcabeluda,2026-05-04,VIDEO,299.7,35.97,3,3
lucianalacerdasantos|2026-05-04|LIVE,lucianalacerdasantos,2026-05-04,LIVE,279.7,22.37,2,3
leticiatsec|2026-05-04|VIDEO,leticiatsec,2026-05-04,VIDEO,219.8,17.58,2,2
nati_sus|2026-05-04|VIDEO,nati_sus,2026-05-04,VIDEO,209.8,25.18,2,2
laianenovaisss|2026-05-04|VIDEO,laianenovaisss,2026-05-04,VIDEO,199.8,19.98,2,2
gabbizie|2026-05-04|VIDEO,gabbizie,2026-05-04,VIDEO,199.8,23.98,2,2
natmarquesvi|2026-05-04|VIDEO,natmarquesvi,2026-05-04,VIDEO,189.89,22.79,2,2
danijeans|2026-05-04|LIVE,danijeans,2026-05-04,LIVE,159.89,12.79,2,2
talissaaloreto|2026-05-04|VIDEO,talissaaloreto,2026-05-04,VIDEO,109.9,8.79,1,1
alinemendespsi|2026-05-04|LIVE,alinemendespsi,2026-05-04,LIVE,109.9,8.79,1,1
ramosvanessa__|2026-05-04|LINKSHARE,ramosvanessa__,2026-05-04,LINKSHARE,109.9,4.4,1,1
flavinha.brand|2026-05-04|VIDEO,flavinha.brand,2026-05-04,VIDEO,109.9,8.79,1,1
alinecavanellas|2026-05-04|VIDEO,alinecavanellas,2026-05-04,VIDEO,109.9,10.99,1,1
bellafonse|2026-05-04|VIDEO,bellafonse,2026-05-04,VIDEO,109.9,0.0,1,1
laizmacaneiro|2026-05-04|VIDEO,laizmacaneiro,2026-05-04,VIDEO,99.99,8.0,1,1
iara.alves26|2026-05-04|VIDEO,iara.alves26,2026-05-04,VIDEO,99.9,7.99,1,1
varla_laisa|2026-05-04|LINKSHARE,varla_laisa,2026-05-04,LINKSHARE,99.9,7.99,1,1
escuta.amiga|2026-05-04|LIVE,escuta.amiga,2026-05-04,LIVE,99.9,7.99,1,1
someoneduda|2026-05-04|VIDEO,someoneduda,2026-05-04,VIDEO,99.9,7.99,1,1
lidikpf6|2026-05-04|VIDEO,lidikpf6,2026-05-04,VIDEO,99.9,7.99,1,1
arenatajardim|2026-05-04|VIDEO,arenatajardim,2026-05-04,VIDEO,99.9,7.99,1,1
tacianecreator|2026-05-04|LIVE,tacianecreator,2026-05-04,LIVE,79.9,9.59,1,1
adv.dayane|2026-05-05|LIVE,adv.dayane,2026-05-05,LIVE,3146.38,251.65,36,39
jackmundomabu|2026-05-05|LIVE,jackmundomabu,2026-05-05,LIVE,639.2,51.12,8,8
numarchi|2026-05-05|VIDEO,numarchi,2026-05-05,VIDEO,339.88,40.79,3,3
leticiatsec|2026-05-05|VIDEO,leticiatsec,2026-05-05,VIDEO,329.7,17.58,3,3
natmarquesvi|2026-05-05|LIVE,natmarquesvi,2026-05-05,LIVE,329.6,39.56,4,4
pattylazzarotto|2026-05-05|VIDEO,pattylazzarotto,2026-05-05,VIDEO,319.7,38.37,2,3
laianenovaisss|2026-05-05|VIDEO,laianenovaisss,2026-05-05,VIDEO,299.7,35.97,3,3
jessicamesant|2026-05-05|VIDEO,jessicamesant,2026-05-05,VIDEO,289.89,34.79,2,2
natmarquesvi|2026-05-05|VIDEO,natmarquesvi,2026-05-05,VIDEO,199.89,23.99,2,2
someoneduda|2026-05-05|VIDEO,someoneduda,2026-05-05,VIDEO,199.8,15.98,2,2
thami.brambilla|2026-05-05|VIDEO,thami.brambilla,2026-05-05,VIDEO,119.9,14.39,1,1
tacianecreator|2026-05-05|VIDEO,tacianecreator,2026-05-05,VIDEO,109.9,13.19,1,1
vanessa_corti|2026-05-05|SHOP,vanessa_corti,2026-05-05,SHOP,109.9,8.79,1,1
anac.coutinho|2026-05-05|VIDEO,anac.coutinho,2026-05-05,VIDEO,99.9,7.99,1,1
ericamcabeluda|2026-05-05|VIDEO,ericamcabeluda,2026-05-05,VIDEO,99.9,11.99,1,1
cortivanessa|2026-05-05|LINKSHARE,cortivanessa,2026-05-05,LINKSHARE,99.9,7.99,1,1
gabbizie|2026-05-05|VIDEO,gabbizie,2026-05-05,VIDEO,99.9,11.99,1,1
layseaguiar172|2026-05-05|VIDEO,layseaguiar172,2026-05-05,VIDEO,99.9,7.99,1,1
estilo.de.milhoes|2026-05-05|LIVE,estilo.de.milhoes,2026-05-05,LIVE,99.9,7.99,1,1
akello.nunes|2026-05-05|LIVE,akello.nunes,2026-05-05,LIVE,99.9,7.99,1,1
bianca.hasss|2026-05-05|VIDEO,bianca.hasss,2026-05-05,VIDEO,99.9,0.0,1,1
lidiiandradee|2026-05-05|VIDEO,lidiiandradee,2026-05-05,VIDEO,99.9,7.99,1,1
bialuzzmodas|2026-05-05|VIDEO,bialuzzmodas,2026-05-05,VIDEO,99.9,7.99,1,1
tacianecreator|2026-05-05|LIVE,tacianecreator,2026-05-05,LIVE,94.9,11.39,1,1
psi.mirellarodrigues|2026-05-05|LIVE,psi.mirellarodrigues,2026-05-05,LIVE,79.9,9.59,1,1
laryoliveiira_|2026-05-05|LIVE,laryoliveiira_,2026-05-05,LIVE,79.9,6.39,1,1
adv.dayane|2026-05-06|LIVE,adv.dayane,2026-05-06,LIVE,4524.92,361.9,50,54
natmarquesvi|2026-05-06|LIVE,natmarquesvi,2026-05-06,LIVE,689.2,82.72,8,8
leticiatsec|2026-05-06|VIDEO,leticiatsec,2026-05-06,VIDEO,659.4,43.95,5,6
alinecavanellas|2026-05-06|VIDEO,alinecavanellas,2026-05-06,VIDEO,639.4,56.95,6,6
pablinemartinsv|2026-05-06|SHOP,pablinemartinsv,2026-05-06,SHOP,599.67,47.97,4,6
ericamcabeluda|2026-05-06|VIDEO,ericamcabeluda,2026-05-06,VIDEO,499.5,47.96,5,5
tacianecreator|2026-05-06|VIDEO,tacianecreator,2026-05-06,VIDEO,399.6,11.99,4,4
jackmundomabu|2026-05-06|LIVE,jackmundomabu,2026-05-06,LIVE,319.6,25.56,4,4
danijeans|2026-05-06|LIVE,danijeans,2026-05-06,LIVE,269.7,21.57,3,3
monicap.pereira|2026-05-06|VIDEO,monicap.pereira,2026-05-06,VIDEO,219.8,8.79,2,2
pattylazzarotto|2026-05-06|VIDEO,pattylazzarotto,2026-05-06,VIDEO,199.8,23.98,2,2
numarchi|2026-05-06|VIDEO,numarchi,2026-05-06,VIDEO,179.89,21.59,2,2
yasmin.aoliveira|2026-05-06|VIDEO,yasmin.aoliveira,2026-05-06,VIDEO,109.9,8.79,1,1
msgdeamor23|2026-05-06|VIDEO,msgdeamor23,2026-05-06,VIDEO,109.9,0.0,1,1
thainabeautyoficial|2026-05-06|VIDEO,thainabeautyoficial,2026-05-06,VIDEO,109.9,13.19,1,1
bellafonse|2026-05-06|VIDEO,bellafonse,2026-05-06,VIDEO,109.9,0.0,1,1
nati_sus|2026-05-06|VIDEO,nati_sus,2026-05-06,VIDEO,109.9,13.19,1,1
laizmacaneiro|2026-05-06|VIDEO,laizmacaneiro,2026-05-06,VIDEO,99.99,8.0,1,1
someoneduda|2026-05-06|VIDEO,someoneduda,2026-05-06,VIDEO,99.9,7.99,1,1
gleysaaguiar|2026-05-06|VIDEO,gleysaaguiar,2026-05-06,VIDEO,99.9,7.99,1,1
jessicamesant|2026-05-06|SHOP,jessicamesant,2026-05-06,SHOP,99.9,11.99,1,1
binafernandes041|2026-05-06|SHOP,binafernandes041,2026-05-06,SHOP,99.9,7.99,1,1
gabbizie|2026-05-06|VIDEO,gabbizie,2026-05-06,VIDEO,99.9,11.99,1,1
kleobotelho|2026-05-06|LIVE,kleobotelho,2026-05-06,LIVE,99.9,7.99,1,1
natmarquesvi|2026-05-06|VIDEO,natmarquesvi,2026-05-06,VIDEO,89.99,10.8,1,1
psi.mirellarodrigues|2026-05-06|LIVE,psi.mirellarodrigues,2026-05-06,LIVE,89.9,7.19,1,1
danijeans|2026-05-06|VIDEO,danijeans,2026-05-06,VIDEO,79.99,6.4,1,1
juh.fribeiro|2026-05-06|LIVE,juh.fribeiro,2026-05-06,LIVE,79.9,6.39,1,1
thami.brambilla|2026-05-06|VIDEO,thami.brambilla,2026-05-06,VIDEO,69.9,8.39,1,1
laryoliveiira_|2026-05-06|LIVE,laryoliveiira_,2026-05-06,LIVE,59.8,4.78,1,1
adv.dayane|2026-05-07|LIVE,adv.dayane,2026-05-07,LIVE,1887.88,150.99,20,23
tacianecreator|2026-05-07|VIDEO,tacianecreator,2026-05-07,VIDEO,492.5,59.11,4,5
natmarquesvi|2026-05-07|LIVE,natmarquesvi,2026-05-07,LIVE,439.5,52.75,5,5
escuta.amiga|2026-05-07|LIVE,escuta.amiga,2026-05-07,LIVE,399.6,31.96,4,4
someoneduda|2026-05-07|VIDEO,someoneduda,2026-05-07,VIDEO,399.6,31.96,4,4
alinecavanellas|2026-05-07|VIDEO,alinecavanellas,2026-05-07,VIDEO,319.7,22.98,3,3
laianenovaisss|2026-05-07|VIDEO,laianenovaisss,2026-05-07,VIDEO,299.7,35.97,3,3
psi.mirellarodrigues|2026-05-07|LIVE,psi.mirellarodrigues,2026-05-07,LIVE,259.7,23.97,3,3
leticiatsec|2026-05-07|VIDEO,leticiatsec,2026-05-07,VIDEO,219.8,0.0,2,2
pattylazzarotto|2026-05-07|VIDEO,pattylazzarotto,2026-05-07,VIDEO,204.89,13.19,2,2
natmarquesvi|2026-05-07|VIDEO,natmarquesvi,2026-05-07,VIDEO,199.89,13.19,2,2
ericamcabeluda|2026-05-07|VIDEO,ericamcabeluda,2026-05-07,VIDEO,199.8,23.98,2,2
thainabeautyoficial|2026-05-07|VIDEO,thainabeautyoficial,2026-05-07,VIDEO,109.9,13.19,1,1
thami.brambilla|2026-05-07|VIDEO,thami.brambilla,2026-05-07,VIDEO,109.9,13.19,1,1
glowup.mrd|2026-05-07|LINKSHARE,glowup.mrd,2026-05-07,LINKSHARE,109.9,8.79,1,1
bellafonse|2026-05-07|VIDEO,bellafonse,2026-05-07,VIDEO,109.9,0.0,1,1
arenatajardim|2026-05-07|VIDEO,arenatajardim,2026-05-07,VIDEO,99.9,7.99,1,1
gabbizie|2026-05-07|VIDEO,gabbizie,2026-05-07,VIDEO,99.9,11.99,1,1
jessicamesant|2026-05-07|VIDEO,jessicamesant,2026-05-07,VIDEO,99.9,11.99,1,1
priscilaluthz|2026-05-07|LIVE,priscilaluthz,2026-05-07,LIVE,99.9,7.99,1,1
bialuzzmodas|2026-05-07|VIDEO,bialuzzmodas,2026-05-07,VIDEO,99.9,7.99,1,1
namatokanovic|2026-05-07|VIDEO,namatokanovic,2026-05-07,VIDEO,99.9,7.99,1,1
camiladaiara1|2026-05-07|VIDEO,camiladaiara1,2026-05-07,VIDEO,99.9,7.99,1,1
